BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
No ChipData,456,14,3,phorone,High,6 hr,Liver,Single cell necrosis,Midlobular,minimal,False
003017228008,456,14,5,phorone,High,6 hr,Liver,Single cell necrosis,Midlobular,minimal,False
No ChipData,456,14,1,phorone,High,6 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017228008,456,14,5,phorone,High,6 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017228006,456,14,2,phorone,High,6 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,slight,False
003017228007,456,14,4,phorone,High,6 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,slight,False
No ChipData,456,15,1,phorone,High,9 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
003017228030,456,15,2,phorone,High,9 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
003017229001,456,15,3,phorone,High,9 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
003017229002,456,15,4,phorone,High,9 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
No ChipData,456,15,5,phorone,High,9 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
003017229001,456,15,3,phorone,High,9 hr,Liver,"Degeneration, granular",Centrilobular,slight,False
003017229001,456,15,3,phorone,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,minimal,False
No ChipData,456,15,1,phorone,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,slight,False
003017228030,456,15,2,phorone,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,slight,False
003017229002,456,15,4,phorone,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,slight,False
No ChipData,456,15,5,phorone,High,9 hr,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,slight,False
No ChipData,456,15,1,phorone,High,9 hr,Liver,Increased mitosis,Midlobular,slight,False
003017228030,456,15,2,phorone,High,9 hr,Liver,Increased mitosis,Midlobular,slight,False
003017229001,456,15,3,phorone,High,9 hr,Liver,Increased mitosis,Midlobular,slight,False
003017229002,456,15,4,phorone,High,9 hr,Liver,Increased mitosis,Midlobular,slight,False
No ChipData,456,15,5,phorone,High,9 hr,Liver,Increased mitosis,Midlobular,slight,False
No ChipData,456,15,1,phorone,High,9 hr,Liver,Single cell necrosis,Midlobular,minimal,False
003017228030,456,15,2,phorone,High,9 hr,Liver,Single cell necrosis,Midlobular,minimal,False
003017229001,456,15,3,phorone,High,9 hr,Liver,Single cell necrosis,Midlobular,minimal,False
003017229002,456,15,4,phorone,High,9 hr,Liver,Single cell necrosis,Midlobular,minimal,False
No ChipData,456,15,5,phorone,High,9 hr,Liver,Single cell necrosis,Midlobular,minimal,False
003017229001,456,15,3,phorone,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017229002,456,15,4,phorone,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017228030,456,15,2,phorone,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,slight,False
No ChipData,456,16,2,phorone,High,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
003017229013,456,16,3,phorone,High,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
003017229014,456,16,4,phorone,High,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
003017264015,456,16,5,phorone,High,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
No ChipData,456,16,1,phorone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
No ChipData,456,16,2,phorone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,slight,False
003017229013,456,16,3,phorone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,moderate,False
003017229014,456,16,4,phorone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,moderate,False
003017264015,456,16,5,phorone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,moderate,False
No ChipData,456,16,2,phorone,High,24 hr,Liver,Necrosis,Centrilobular,slight,False
003017264015,456,16,5,phorone,High,24 hr,Liver,Necrosis,Centrilobular,slight,False
003017229013,456,16,3,phorone,High,24 hr,Liver,Necrosis,Centrilobular,moderate,False
003017229014,456,16,4,phorone,High,24 hr,Liver,Necrosis,Centrilobular,moderate,False
003017701005,200,16,5,propylthiouracil,High,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
No ChipData,606,11,1,puromycin aminonucleoside,Middle,9 hr,Liver,"Proliferation, Kupffer cell",Centrilobular,slight,False
003017577022,606,14,1,puromycin aminonucleoside,High,6 hr,Liver,"Proliferation, Kupffer cell",Centrilobular,slight,False
No ChipData,606,14,4,puromycin aminonucleoside,High,6 hr,Liver,"Proliferation, Kupffer cell",Centrilobular,slight,False
003017576029,606,15,1,puromycin aminonucleoside,High,9 hr,Liver,"Proliferation, Kupffer cell",Centrilobular,slight,False
No ChipData,606,15,2,puromycin aminonucleoside,High,9 hr,Liver,"Proliferation, Kupffer cell",Centrilobular,slight,False
003017576030,606,15,3,puromycin aminonucleoside,High,9 hr,Liver,"Proliferation, Kupffer cell",Centrilobular,slight,False
003017577026,606,15,4,puromycin aminonucleoside,High,9 hr,Liver,"Proliferation, Kupffer cell",Centrilobular,slight,False
003017578007,606,16,2,puromycin aminonucleoside,High,24 hr,Liver,"Change, basophilic",Hepatocyte,slight,False
003017578008,606,16,3,puromycin aminonucleoside,High,24 hr,Liver,"Change, basophilic",Hepatocyte,slight,False
003017578006,606,16,1,puromycin aminonucleoside,High,24 hr,Liver,Hypertrophy,Centrilobular,slight,False
No ChipData,450,2,4,ranitidine,Control,6 hr,Liver,Ectopic tissue,,minimal,True
No ChipData,94,11,4,rifampicin,Middle,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
No ChipData,94,15,1,rifampicin,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017666010,94,15,2,rifampicin,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
No ChipData,94,15,4,rifampicin,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017666012,94,15,5,rifampicin,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017666022,94,16,1,rifampicin,High,24 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017666023,94,16,2,rifampicin,High,24 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
No ChipData,94,16,3,rifampicin,High,24 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
No ChipData,665,10,2,rosiglitazone maleate,Middle,6 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
003017824020,665,10,3,rosiglitazone maleate,Middle,6 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
003017824022,665,14,1,rosiglitazone maleate,High,6 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
No ChipData,665,14,2,rosiglitazone maleate,High,6 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
003017824023,665,14,3,rosiglitazone maleate,High,6 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
No ChipData,665,14,4,rosiglitazone maleate,High,6 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
No ChipData,665,15,1,rosiglitazone maleate,High,9 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
No ChipData,665,15,3,rosiglitazone maleate,High,9 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
003017826023,665,15,4,rosiglitazone maleate,High,9 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
003017826024,665,15,5,rosiglitazone maleate,High,9 hr,Liver,"Proliferation, Kupffer cell",,minimal,False
003017369002,515,1,5,simvastatin,Control,3 hr,Liver,Necrosis,Subserosa,minimal,True
003017401029,515,3,4,simvastatin,Control,9 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,True
003017401030,515,3,5,simvastatin,Control,9 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,True
No ChipData,515,4,2,simvastatin,Control,24 hr,Liver,Necrosis,Subserosa,minimal,True
003017402012,515,4,5,simvastatin,Control,24 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,True
003017369019,515,10,3,simvastatin,Middle,6 hr,Liver,Necrosis,Subserosa,minimal,True
003017408004,515,12,2,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,minimal,False
003017402015,515,12,4,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,minimal,False
003017402016,515,12,5,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,minimal,False
No ChipData,515,12,1,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,slight,False
No ChipData,515,12,3,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,slight,False
003017402018,515,16,2,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,minimal,False
No ChipData,515,16,4,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,minimal,False
No ChipData,515,16,5,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,minimal,False
003017402017,515,16,1,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,slight,False
003017402019,515,16,3,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,slight,False
No ChipData,515,16,5,simvastatin,High,24 hr,Liver,Necrosis,Subserosa,minimal,True
No ChipData,515,16,4,simvastatin,High,24 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,True
No ChipData,515,16,5,simvastatin,High,24 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,True
No ChipData,210,1,4,sulfasalazine,Control,3 hr,Liver,Cellular infiltration,,minimal,True
003017684011,210,2,2,sulfasalazine,Control,6 hr,Liver,Cellular infiltration,,minimal,True
003017685005,210,4,2,sulfasalazine,Control,24 hr,Liver,Cellular infiltration,,minimal,True
003017685005,210,4,2,sulfasalazine,Control,24 hr,Liver,Necrosis,,minimal,True
003017684002,210,5,1,sulfasalazine,Low,3 hr,Liver,Cellular infiltration,,minimal,True
003017684004,210,5,5,sulfasalazine,Low,3 hr,Liver,Cellular infiltration,,minimal,True
003017684014,210,6,1,sulfasalazine,Low,6 hr,Liver,Hemorrhage,Serosa,minimal,True
003017685009,210,8,4,sulfasalazine,Low,24 hr,Liver,Cellular infiltration,,minimal,True
No ChipData,210,10,1,sulfasalazine,Middle,6 hr,Liver,Cellular infiltration,,minimal,True
003017684018,210,10,3,sulfasalazine,Middle,6 hr,Liver,Cellular infiltration,,minimal,True
003017685012,210,12,4,sulfasalazine,Middle,24 hr,Liver,Cellular infiltration,,minimal,True
No ChipData,210,12,2,sulfasalazine,Middle,24 hr,Liver,Necrosis,,minimal,True
No ChipData,442,16,1,sulindac,High,24 hr,Liver,Hypertrophy,Periportal,minimal,False
003017378027,442,16,3,sulindac,High,24 hr,Liver,Hypertrophy,Periportal,minimal,False
003017045012,296,1,3,tamoxifen,Control,3 hr,Liver,Necrosis,,minimal,True
003017045023,296,2,2,tamoxifen,Control,6 hr,Liver,Necrosis,,minimal,True
No ChipData,296,14,4,tamoxifen,High,6 hr,Liver,Necrosis,,minimal,True
003017423012,418,6,5,tannic acid,Low,6 hr,Liver,Necrosis,Subserosa,minimal,True
No ChipData,418,8,1,tannic acid,Low,24 hr,Liver,Necrosis,Subserosa,minimal,True
003017422018,418,8,5,tannic acid,Low,24 hr,Liver,Necrosis,Subserosa,minimal,True
003017422019,418,12,1,tannic acid,Middle,24 hr,Liver,Necrosis,Subserosa,minimal,True
No ChipData,418,12,4,tannic acid,Middle,24 hr,Liver,Necrosis,Subserosa,minimal,True
No ChipData,418,14,4,tannic acid,High,6 hr,Liver,Necrosis,Subserosa,minimal,True
003017422022,418,16,2,tannic acid,High,24 hr,Liver,Necrosis,Subserosa,minimal,True
003017416006,533,1,1,terbinafine,Control,3 hr,Liver,Necrosis,,minimal,True
003017416013,533,9,4,terbinafine,Middle,3 hr,Liver,Cellular infiltration,,minimal,True
003017070002,308,15,3,tetracycline,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
No ChipData,308,15,4,tetracycline,High,9 hr,Liver,"Vacuolization, cytoplasmic",Midlobular,minimal,False
003017070015,308,16,4,tetracycline,High,24 hr,Liver,Microgranuloma,,minimal,True
003017411019,427,11,3,theophylline,Middle,9 hr,Liver,"Proliferation, Kupffer cell",Peripheral,slight,True
No ChipData,116,4,2,thioacetamide,Control,24 hr,Liver,,,P,False
003017656015,116,10,3,thioacetamide,Middle,6 hr,Liver,"Atypia, nuclear",Hepatocyte,minimal,False
No ChipData,116,10,4,thioacetamide,Middle,6 hr,Liver,"Atypia, nuclear",Hepatocyte,minimal,False
003017656016,116,10,5,thioacetamide,Middle,6 hr,Liver,"Atypia, nuclear",Hepatocyte,minimal,False
No ChipData,116,10,4,thioacetamide,Middle,6 hr,Liver,Hypertrophy,Centrilobular,minimal,False
003017656015,116,10,3,thioacetamide,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
No ChipData,116,10,4,thioacetamide,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017656016,116,10,5,thioacetamide,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
No ChipData,116,11,1,thioacetamide,Middle,9 hr,Liver,Cellular infiltration,,minimal,False
003017663012,116,11,2,thioacetamide,Middle,9 hr,Liver,Cellular infiltration,,minimal,False
003017663013,116,11,3,thioacetamide,Middle,9 hr,Liver,Cellular infiltration,,minimal,False
003017663014,116,11,4,thioacetamide,Middle,9 hr,Liver,Cellular infiltration,,minimal,False
No ChipData,116,11,5,thioacetamide,Middle,9 hr,Liver,Cellular infiltration,,minimal,False
No ChipData,116,11,1,thioacetamide,Middle,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017663012,116,11,2,thioacetamide,Middle,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017663013,116,11,3,thioacetamide,Middle,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017663014,116,11,4,thioacetamide,Middle,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
No ChipData,116,11,5,thioacetamide,Middle,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017663025,116,12,4,thioacetamide,Middle,24 hr,Liver,Cellular infiltration,,minimal,False
003017663026,116,12,5,thioacetamide,Middle,24 hr,Liver,Cellular infiltration,,minimal,False
No ChipData,116,12,1,thioacetamide,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017663024,116,12,2,thioacetamide,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,116,12,3,thioacetamide,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017663025,116,12,4,thioacetamide,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017663026,116,12,5,thioacetamide,Middle,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017663025,116,12,4,thioacetamide,Middle,24 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017663026,116,12,5,thioacetamide,Middle,24 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017656006,116,13,2,thioacetamide,High,3 hr,Liver,Hypertrophy,Centrilobular,minimal,False
003017656007,116,13,4,thioacetamide,High,3 hr,Liver,Hypertrophy,Centrilobular,minimal,False
No ChipData,116,13,5,thioacetamide,High,3 hr,Liver,Hypertrophy,Centrilobular,minimal,False
003017656017,116,14,1,thioacetamide,High,6 hr,Liver,"Atypia, nuclear",Hepatocyte,minimal,False
No ChipData,116,14,2,thioacetamide,High,6 hr,Liver,"Atypia, nuclear",Hepatocyte,minimal,False
No ChipData,116,14,3,thioacetamide,High,6 hr,Liver,"Atypia, nuclear",Hepatocyte,minimal,False
003017656018,116,14,4,thioacetamide,High,6 hr,Liver,"Atypia, nuclear",Hepatocyte,minimal,False
003017656019,116,14,5,thioacetamide,High,6 hr,Liver,"Atypia, nuclear",Hepatocyte,minimal,False
No ChipData,116,14,2,thioacetamide,High,6 hr,Liver,Hypertrophy,Centrilobular,minimal,False
003017656017,116,14,1,thioacetamide,High,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
No ChipData,116,14,2,thioacetamide,High,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
No ChipData,116,14,3,thioacetamide,High,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017656018,116,14,4,thioacetamide,High,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017656019,116,14,5,thioacetamide,High,6 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017663015,116,15,1,thioacetamide,High,9 hr,Liver,"Atypia, nuclear",Hepatocyte,minimal,False
003017663015,116,15,1,thioacetamide,High,9 hr,Liver,Cellular infiltration,,minimal,False
003017663016,116,15,2,thioacetamide,High,9 hr,Liver,Cellular infiltration,,minimal,False
No ChipData,116,15,3,thioacetamide,High,9 hr,Liver,Cellular infiltration,,minimal,False
No ChipData,116,15,4,thioacetamide,High,9 hr,Liver,Cellular infiltration,,minimal,False
003017663017,116,15,5,thioacetamide,High,9 hr,Liver,Cellular infiltration,,minimal,False
003017663016,116,15,2,thioacetamide,High,9 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,116,15,4,thioacetamide,High,9 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017663017,116,15,5,thioacetamide,High,9 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017663015,116,15,1,thioacetamide,High,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
No ChipData,116,15,3,thioacetamide,High,9 hr,Liver,Single cell necrosis,Hepatocyte,minimal,False
003017663016,116,15,2,thioacetamide,High,9 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
No ChipData,116,15,4,thioacetamide,High,9 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017663017,116,15,5,thioacetamide,High,9 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
No ChipData,116,16,1,thioacetamide,High,24 hr,Liver,Cellular infiltration,,slight,False
No ChipData,116,16,2,thioacetamide,High,24 hr,Liver,Cellular infiltration,,slight,False
003017663027,116,16,3,thioacetamide,High,24 hr,Liver,Cellular infiltration,,slight,False
003017663028,116,16,4,thioacetamide,High,24 hr,Liver,Cellular infiltration,,slight,False
003017663029,116,16,5,thioacetamide,High,24 hr,Liver,Cellular infiltration,,slight,False
No ChipData,116,16,1,thioacetamide,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,116,16,2,thioacetamide,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017663027,116,16,3,thioacetamide,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017663028,116,16,4,thioacetamide,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
003017663029,116,16,5,thioacetamide,High,24 hr,Liver,"Change, eosinophilic",Hepatocyte,minimal,False
No ChipData,116,16,1,thioacetamide,High,24 hr,Liver,Hypertrophy,Centrilobular,slight,False
No ChipData,116,16,2,thioacetamide,High,24 hr,Liver,Hypertrophy,Centrilobular,slight,False
003017663027,116,16,3,thioacetamide,High,24 hr,Liver,Hypertrophy,Centrilobular,slight,False
003017663028,116,16,4,thioacetamide,High,24 hr,Liver,Hypertrophy,Centrilobular,slight,False
003017663029,116,16,5,thioacetamide,High,24 hr,Liver,Hypertrophy,Centrilobular,slight,False
No ChipData,116,16,1,thioacetamide,High,24 hr,Liver,Necrosis,Centrilobular,slight,False
No ChipData,116,16,2,thioacetamide,High,24 hr,Liver,Necrosis,Centrilobular,slight,False
003017663027,116,16,3,thioacetamide,High,24 hr,Liver,Necrosis,Centrilobular,slight,False
003017663028,116,16,4,thioacetamide,High,24 hr,Liver,Necrosis,Centrilobular,slight,False
003017663029,116,16,5,thioacetamide,High,24 hr,Liver,Necrosis,Centrilobular,slight,False
No ChipData,580,13,2,ticlopidine,High,3 hr,Liver,Necrosis,,minimal,True
No ChipData,455,13,5,tunicamycin,High,3 hr,Liver,Increased mitosis,Hepatocyte,slight,True
No ChipData,455,14,3,tunicamycin,High,6 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
No ChipData,455,14,5,tunicamycin,High,6 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017276028,455,15,1,tunicamycin,High,9 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
No ChipData,455,15,4,tunicamycin,High,9 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017276030,455,15,5,tunicamycin,High,9 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017276029,455,15,2,tunicamycin,High,9 hr,Liver,Single cell necrosis,Hepatocyte,moderate,False
No ChipData,455,15,3,tunicamycin,High,9 hr,Liver,Single cell necrosis,Hepatocyte,moderate,False
